RecipeId,Name,AuthorId,AuthorName,CookTime,PrepTime,TotalTime,DatePublished,Description,Images,RecipeCategory,Keywords,RecipeIngredientQuantities,RecipeIngredientParts,AggregatedRating,ReviewCount,Calories,FatContent,SaturatedFatContent,CholesterolContent,SodiumContent,CarbohydrateContent,FiberContent,SugarContent,ProteinContent,RecipeServings,RecipeYield,RecipeInstructions
202864,Lower Fat Reuben Bites,409184,jonesies,PT10M,PT10M,PT20M,2007-01-01T17:18:00Z,"I love the taste of Reuben Sandwiches, but am trying to lose weight. Came across this recipe in the &quot;Heart Healthy&quot; cookbook, and will be trying this version soon.","""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/28/64/piczLnmpS.jpg""",Lunch/Snacks,"c(""< 30 Mins"", ""Beginner Cook"", ""Easy"")","c(""24"", ""1/2"", ""6"", ""1"", ""1"")","c(""lowfat swiss cheese"", ""alfalfa sprout"")",NA,NA,52.1,1.4,0.6,14.1,246.7,4.1,0.4,2.4,5.6,12,NA,"c(""Preheat oven to 400°F."", ""Arrange bread slices on a nonstick baking sheet. Bake 5 minutes or until lightly toasted."", ""Spread 1 teaspoon dressing onto each bread slice; top with pastrami, folding slices to fit bread slices. Sprinkle, evenly with cheese."", ""Bake 5 minutes or until hot. Top evenly with sprouts. Transfer to serving plate. Serve immediately."")"
202865,Baked French Toast Casserole,413880,Chef likestocook,PT12M,PT30M,PT42M,2007-01-01T17:18:00Z,"This is very good and the topping is out of this world.  You won't even need syrup.  Since it is made the night before, it is a great recipe for guests.","c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/28/65/22SccoVaRdyN7u2dqYcV_Easy%20Breakfast%20Recipe%20French%20Toast%20Casserole_1480.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/28/65/picNIKIjT.jpg"")",Breakfast,"c(""Brunch"", ""< 60 Mins"", ""Oven"")","c(""1"", ""8"", ""2"", ""1"", ""2"", ""1"", ""1/4"", ""1/4"", ""1"", ""1"", ""1"")","c(""eggs"", ""half-and-half"", ""milk"", ""sugar"", ""vanilla"", ""cinnamon"", ""nutmeg"", ""butter"", ""brown sugar"", ""pecans"")",5,13,594.1,38.1,17.9,239.3,503.4,52.6,2.5,24.7,12.5,10,NA,"c(""Place sliced bread in 2 large baking pans that have been sprayed with PAM."", ""Mix eggs, half and half, milk, sugar, vanilla, and spices."", ""Pour over bread."", ""Refrigerate overnight."", ""The next morning combine the last 3 ingredients and put on top."", ""Sprinkle with cinnamon and nutmeg and bake at 350 for 30 minutes or until done."")"
202867,Bleu Cheese Bread,277462,Feisty,PT10M,PT5M,PT15M,2007-01-01T17:18:00Z,"This is a nice flavorful spread for italian bread.  Even people that don't ordinarily like bleu cheese will like these, since the cheese takes on a different kind of flavor once broiled.","c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/28/67/picWkVKbg.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/28/67/picYxOksy.jpg"")",Spreads,"c(""Breads"", ""< 15 Mins"", ""Beginner Cook"", ""Easy"")","c(""1"", ""1"", ""1/2"", ""1"")","c(""margarine"", ""blue cheese"", ""mayonnaise"")",5,3,256,17.9,5.2,13.2,553.6,18.2,0.8,1.1,5.7,NA,10 slices,"c(""Blend margarine, bleu cheese and mayonnaise in a mixer or by hand until creamy and thoroughly incorporated."", ""Heat oven to 450 degrees."", ""Slice bread into 3/4\"" slices and spread each slice with cheese mixture."", ""Place on greased baking sheet and bake about 5-10 minutes or until top is bubbly and lightly browned."")"
202868,Roasted Garlic &amp; Spinach Spirals,409184,jonesies,PT45M,PT15M,PT1H,2007-01-01T17:19:00Z,"Lighter spirals full of flavor. Taken from the Heart Healthy cookbook. Makes a great low-cal appetizer or party dish. Tip: for best result, cover tortilla rolls and refrigerate 1 to 2 hours before serving.",character(0),Spinach,"c(""Greens"", ""Vegetable"", ""Low Cholesterol"", ""Healthy"", ""< 60 Mins"", ""Easy"", ""Inexpensive"")","c(""1"", ""3"", ""1"", ""1"", ""1/4"", ""1/8"", ""7"")","c(""fresh garlic"", ""fresh spinach leaves"", ""white beans"", ""dried oregano"", ""black pepper"", ""flour tortillas"")",4,1,168.3,2.9,0.7,0,228.4,29.4,3.5,0.8,6.6,10,NA,"c(""Preheat oven to 400 degrees."", ""Trim top of garlic just enough to cut tips off center cloves; discard tips."", ""Moisten head of garlic with water; wrap in foil."", ""Bake 45 minutes or until garlic is soft and has a mellow garlicky aroma; cool."", ""Remove garlic from skin by squeezing between fingers and thumb; place in food processor."", ""Rinse spinach leaves; pat dry with paper towels."", ""Remove stems; discard."", ""finely shred leaves by stacking and cutting several leaves at a time."", ""Place in medium bowl."", 
""Add bean, oregano, black pepper and red pepper to food processor; process until smooth."", ""Add spinach; mix well."", ""Spread mixture evenly onto tortillas; roll up."", ""Trim 1/2 inch off ends of rolls; discard."", ""cut rolls into 1-inch pieces."", ""Transfer to serving plate; garnish with fresh veggies if desired."")"
202869,Tex-Mex Tostadas (Lower Fat),409184,jonesies,PT10M,PT20M,PT30M,2007-01-01T17:19:00Z,Make and share this Tex-Mex Tostadas (Lower Fat) recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/28/69/picjUrDi1.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/28/69/picKx3AZK.jpg"")",Lunch/Snacks,"c(""Chicken Breast"", ""Chicken"", ""Poultry"", ""Meat"", ""Mexican"", ""< 30 Mins"")","c(""4"", NA, ""1"", ""3/4"", ""1 1/2"", ""1"", ""1"", ""1/2"", ""1/3"", ""1"", ""1"", ""1/4"")","c(""fat free tortillas"", ""green bell pepper"", ""boneless skinless chicken breast"", ""garlic"", ""chili powder"", ""ground cumin"", ""chunky salsa"", ""green onion"", ""tomatoes"", ""nonfat sour cream"")",5,2,136.7,1.7,0.5,50.8,272.5,8.6,1.9,3.9,21.8,4,NA,"c(""Preheat oven to 450 degrees. Place tortillas on baking sheet; coat both sides with cooking spray. bake 5 minutes or until lightly browned and crisp. Remove; set aside."", ""Coat large nonstick skillet with cooking spray. Add bell pepper, cook and stir 4 minutes. Add chicken, garlic, chili powder and cumin; cook and stir 4 minutes or until chicken is no longer pink in center. Add 1/4 cup salsa and green onions; cook and stir 1 minute. Remove skillet from heat; set aside."", ""Combine refried beans and remaining 1/4 cup salsa in a microwavable bowl. Cook uncovered at high 1 1/2 minutes or until beans are heated through."", 
""Spread bean mixture evenly over tortillas. Spoon chicken mixture and tomato over bean mixture. Garnish with sour cream and add shredded lettuce if you desire."")"
202871,Popping Pepper Packs,409184,jonesies,NA,PT20M,PT20M,2007-01-01T17:20:00Z,"Fun-filled meal, especially for kids. But I have to admit, I like the visual on my plate too! You can adapt the filling to suit your needs, by adding any longer, eye-appealing veggie you desire. If you took out the chicken, would be nice to present at a casual dinner party. Enjoy! Note: you can use any dressing on the bottom, sometimes blue cheese isn't very kid friendly, so maybe try some ranch or your favorite homemade dressing!","""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/28/71/pickrff49.jpg""",Lunch/Snacks,"c(""Peppers"", ""Vegetable"", ""Kid Friendly"", ""< 30 Mins"", ""Easy"")","c(""4"", ""1"", ""1"", ""2"", ""1"", ""2"", ""2"", ""1/2"", ""1/4"", ""2"")","c(""red bell peppers"", ""green onion"", ""broccoli"", ""carrots"", ""fresh snow pea"", ""celery ribs"", ""reduced-fat sour cream"", ""blue cheese"")",4,2,177.6,3.6,1.6,8,385.5,33.3,9.8,14.3,8.3,4,NA,"c(""Slice tops off of pepper, remove seeds. Slice 2 tablespoons of green onion, set aside."", ""Prepare veggies as noted above."", ""Cut the tops of the remaining green onions half way down, then cut the green portion several times in order to \""spray\"" outwards."", ""Mix the salad dressing, sour cream, blue cheese and 2 tbsp green onion."", ""Place some of the dressing mix into the bottom of the red peppers."", ""Arrange veggies and chicken strips standing up inside of peppers."", ""Note: Have fun with the preparation, arrange to look like the ingredients are \""blooming\"" from the pepper! Nice and colorful!""
)"
202873,Almond Cookies,420515,Belloo,NA,PT1H,PT1H,2007-01-01T17:21:00Z,"One of the cookies I make for Christmas. This is a recipe that comes from Holland, birthplace of my parents.","""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/28/73/pic1fsBGn.jpg""",Dessert,"c(""Cookie & Brownie"", ""Dutch"", ""European"", ""Christmas"", ""< 60 Mins"")","c(""1"", ""2"", ""2"", ""1"", ""3 1/2"", ""1"", ""1"", ""1"", ""1"", ""1/2"", ""1/4"", ""1/4"", ""1"", ""1"", ""1/4"")","c(""butter"", ""brown sugar"", ""eggs"", ""all-purpose flour"", ""salt"", ""baking soda"", ""baking powder"", ""sugar"", ""lemon juice"")",5,1,97.7,4.2,2.1,18.3,94.3,13.9,0.4,8,1.4,NA,60 cookies,"c(""COOKIE DOUGH:"", ""Cream butter with sugar until fluffy."", ""Beat in eggs, one at a time, and almond extract."", ""Stir together flour, salt, baking soda and powder; gradually stir into creamed mixture until well blended."", ""Cover and refrigerate for at least 1 hour or until firm."", ""FILLING:"", ""Meanwhile, mix together filling ingredients until smooth."", ""ASSEMBLY:"", ""Using hands, roll heaping teaspoonfuls of dough into 1-inch balls."", ""With finger, make indentation in centre of each; stuff with about 1/4 teaspoons filling. Pinch off dime-sized piece of dough; press over filling to cover."", 
""Reroll in palms to seal and smooth edges."", ""Place 2 inches apart on greased baking sheets. Brush tops with egg white; press almond lightly into each."", ""Bake in 325oF oven for 15 to 18 minutes or until light golden."", ""Let cool on racks. Makes about 5 dozen."")"
202874,Christmas Bread (Almond-Filled Challah),420515,Belloo,PT30M,PT4H,PT4H30M,2007-01-01T17:22:00Z,Make and share this Christmas Bread (Almond-Filled Challah) recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/28/74/C4HPoNpgTFe2nDZZL1um_IMG_0211.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/28/74/o5z1ecMoSZiD2gMRGmZe_IMG_0216.JPG"")",Yeast Breads,"c(""Breads"", ""European"", ""Christmas"")","c(""1"", ""1"", ""1"", ""4"", ""1/4"", ""2"", ""2"", ""1/2"", ""1"", ""1"", ""1 1/2"", ""1/2"", ""1"", ""3 -4"", ""1"")","c(""water"", ""sugar"", ""all-purpose flour"", ""granulated sugar"", ""salt"", ""eggs"", ""water"", ""sugar"", ""milk"")",NA,NA,4489.5,200.5,26,544.4,4904.2,575.7,34.1,162,106.8,NA,1 loaf,"c(""Pour lukewarm (110oF) water into a small bowl. Add 1 teaspoon sugar and stir until dissolved. Sprinkle yeast over top. Do not stir. Let stand for 10 minutes, until mixture is foamy."", ""Meanwhile, measure 3 cups flour into a large bowl. Using a fork, stir in 1/4 cup sugar and 2 tsp salt. Form a well in centre of mixture. Add eggs, oil and yeast mixture. Stir well, using a spoon, just until blended."", ""Turn dough onto lightly floured surface. Knead dough with floured hands. When dough becomes sticky, liberally sprinkle flour on kneading surface. Continue kneading until dough forms a smooth satiny ball, about 10 minutes. By this time, you will have incorporated most of flour, and dough should bounce back when pressed with your finger."", 
""Place dough in a large oiled bowl. Roll around inside of bowl until dough is completely covered with a light coating of oil. Cover bowl with a piece of oiled waxed paper, topped by a damp cloth. Let stand in a warm place, such as on top of the refrigerator, until doubled in size, about 45 minutes."", ""In the meantime, prepare filling. In a small bowl, blend ground almonds and sugar. Stir in egg white, milk and almond extract until thoroughly blended."", ""Set aside."", ""Punch down dough. Cover and let rise again until double in size, about 45 minutes."", 
""Divide dough into 3 equal parts. Roll into long strands. Flatten each strand with rolling pin. Spread almond filling over each strand to 1/4 inch from sides. Roll back into long strands."", ""Place strands on a lightly greased baking sheet. And braid loosely. Tuck in ends.* Cover with a damp cloth and let dough rise until doubled in size, about 45 more minutes."", ""Preheat oven to 400oF. Whisk egg yolk with water. Brush loaf with beaten egg yolk. Bake in centre of preheated oven until golden brown, about 30 minutes Place piece of foil paper over bread if browning too quickly."", 
""*You can also shape braid into a circle to form wreath and decorate with an icing sugar frosting, almonds and cherries."")"
202875,Da Best Butter Mochi,325652,LJ in San Francisco,PT1H30M,PT20M,PT1H50M,2007-01-01T17:23:00Z,Make and share this Da Best Butter Mochi recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/28/75/pic8LAw3r.jpg"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/28/75/picYlBxyn.jpg"")",Dessert,"c(""Japanese"", ""Asian"", ""Healthy"", ""< 4 Hours"", ""Easy"")","c(""4"", ""3"", ""4"", ""2"", ""4"", ""2"", ""8"")","c(""baking powder"", ""sugar"", ""eggs"", ""vanilla"", ""butter"")",5,3,558.8,15.2,8.5,108.6,260.9,95.9,1.5,45.1,9.4,NA,NA,"c(""Mix all ingredients with mixer until all blended."", ""Pour into greased 9x13 pan."", ""Bake at 325F for 1.5 hours."")"
202876,Bulgarian Chushki Burek (Bulgarian Peppers Burek),419639,Botha,PT15M,PT35M,PT50M,2007-01-01T17:26:00Z,Make and share this Bulgarian Chushki Burek (Bulgarian Peppers Burek) recipe from Food.com.,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/28/76/picy79Fuf.jpg""",Cheese,"c(""Peppers"", ""Vegetable"", ""European"", ""< 60 Mins"")","c(""8"", ""500"", ""100"", ""5"", ""300"", ""3 -4"", ""1"", ""1"", ""2"", ""1/4"", ""150"", ""500"", ""2"", ""1"", ""2"", ""2"", ""1"", ""1"", ""1/2"")","c(""bell peppers"", ""feta cheese"", ""eggs"", ""garlic cloves"", ""tomatoes"", ""thyme"", ""parsley"", ""black pepper"", ""olive oil"", ""plain yogurt"", ""garlic cloves"", ""salt"", ""dill"", ""parsley"", ""olive oil"", ""white vinegar"", ""salt"")",4,1,1139.6,78.2,27,375.6,2371.3,73.3,8,16.8,38.3,4,NA,"c(""For the sauce:"", ""Mix together the garlic and the spices and then add the yoghurt and then the oil and the vinegar."", ""Cool the sauce in the fridge before you serve it."", ""For the peppers:"", ""Barbecue the peppers (or fry them without oil) until their skin becomes dark brown (be careful not to burn the peppers). Then peel off the skin, clean the handle and the seeds from inside."", ""Grind the white feta cheese, the yellow cheese and the tomato and mix them all together. You can add 100ml of the feta cheese water so that the mixture will not be too thick."", 
""Mix 1 egg and add them to the cheese mixture then add all the spices."", ""Fill the peppers with the ready cheese mixture."", ""In two separate bowls put the bread crumbs and in the other mix 4 eggs with a pinch of salt and a pinch of baking powder."", ""Boil in a pan oil at 180°C and then dip the already filled peppers in the bowl with the eggs, then in the bowl with the bread crumbs, and then again in the eggs and fry them in the oil."", ""Serve the peppers hot with a sour sauce."")"
202877,Crossing-Culture Chinese Hoisin Pizza,37779,ratherbeswimmin,PT10M,PT30M,PT40M,2007-01-01T17:27:00Z,Make and share this Crossing-Culture Chinese Hoisin Pizza recipe from Food.com.,"c(""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/28/77/7cu9ufgISmGoppMhJDr2-DSC_0183.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/28/77/bafQvKuUQR2jSJkhLezB-DSC_0189.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/28/77/mvK8RpfxTJWRcesrYgct-DSC_0184.JPG"", ""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/28/77/EaOz0izQoyXmF2hF2GnC-DSC_0191.JPG"", 
""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/28/77/picvdG0cl.jpg"")",Chicken,"c(""Poultry"", ""Meat"", ""< 60 Mins"", ""Oven"")","c(""1 3/4"", ""3"", ""1/4"", ""2"", ""1"", ""1"", ""6"", ""1"", ""1"", ""1 1/2"", ""1/2"")","c(""hoisin sauce"", ""hoisin sauce"", ""garlic"", ""fresh ginger"", ""sambal oelek"", ""green onions"", ""mozzarella cheese"", ""cilantro leaf"")",3.5,5,316.8,14.5,6.8,80,768,19.4,2.2,10.3,26.6,4,NA,"c(""Position an oven rack in the center of the oven; preheat oven to 500°."", ""While the oven is heating, toss the chicken with 3 tablespoons hoisin, garlic, ginger, sambal oelek, and 3 of the green onions."", ""Remove crust from plastic bag and save the packet of tomato sauce for another use."", ""Place crust on a pizza screen, pizza pan, or rimless baking sheet."", ""Top the pizza: spread ¼ cup hoisin sauce evenly over the crust, leaving a 1-inch border."", ""Distribute the white onion over the sauce; arrange chicken mixture in a single layer over the onion."", 
""Sprinkle the cheese evenly over the top."", ""Place the pizza in the oven; bake about 10 minutes until the crust is crisp and deep golden brown and the cheese is golden."", ""Sprinkle the remaining green onions and cilantro over the pizza; slice the pizza into wedges and serve immediately."")"
202878,Key Lime Fruit Salad,409184,jonesies,NA,PT15M,PT15M,2007-01-01T17:27:00Z,"Nice, quick fruit salad with a key lime &quot;sauce&quot;. Taken fom the &quot;Quick &amp; Easy&quot; cookbook by Betty Crocker.","""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/28/78/pich3UDgT.jpg""",Melons,"c(""Fruit"", ""Brunch"", ""< 15 Mins"", ""Beginner Cook"", ""Easy"")","c(""1"", ""2"", ""2"", ""1"", ""2"", ""1"", ""2"", ""1/4"")","c(""fresh pineapple chunks"", ""strawberry"", ""green grapes"", ""blueberries"", ""cantaloupe"")",5,1,92.1,1.3,1,0,15.6,21.2,2.2,17.1,1.2,8,NA,"c(""Mix yogurt and orange juice."", ""Layer fruit in order listed into a 2 1/2-quart clear glass bowl."", ""Pour yogurt mixture over fruit and garnish with the coconut."")"
202879,Dad's Tuna Melt Casserole,919937,Laci1093,PT30M,PT10M,PT40M,2007-01-01T17:30:00Z,Dad's Tuna Melt Casserole is a recipe devised by my DH on one of his kick the shelves and thats whats for dinner nights. It has become a family favorite.,"""https://img.sndimg.com/food/image/upload/w_555,h_416,c_fit,fl_progressive,q_95/v1/img/recipes/20/28/79/picyAiLw7.jpg""",One Dish Meal,"c(""Tuna"", ""< 60 Mins"", ""Oven"", ""Beginner Cook"", ""Easy"")","c(""1"", ""1"", ""2"", ""2"", ""1"", ""1"")","c(""tuna"", ""cheese"")",5,2,249.6,17.1,7.7,29.5,1162.4,11.4,0,1.8,12.7,NA,NA,"c(""Prepare Pasta as Directed - Drain."", ""Mix - All Ingredients Together , Except Crumbs."", ""Place in a 9 X 13 Casserole Dish."", ""Sprinkle with your Preferred Amount of Crumbs."", ""Spray with Butter Flavor , Butter Replacement Spray , NOT Cooking Oil Spray."", ""Bake at 350 Degrees for 20-30 Minutes."")"
202880,Harvest Pie,317004,kitchenslave03,PT1H,PT45M,PT1H45M,2007-01-01T17:31:00Z,Make and share this Harvest Pie recipe from Food.com.,character(0),Pie,"c(""Dessert"", ""Low Protein"", ""Low Cholesterol"", ""Healthy"", ""Winter"", ""< 4 Hours"")","c(""1"", ""1/2"", ""3/4"", ""1/2"", ""1"", ""1/2"", ""1/8"", ""1/8"", ""1/4"", ""1/4"", ""2"", ""1"")","c(""fat-free evaporated milk"", ""sugar"", ""egg substitute"", ""vanilla"", ""cinnamon"", ""ground cloves"", ""allspice"", ""flour"", ""dark brown sugar"", ""pecans"")",5,1,242.8,6.8,1.6,0.6,124.9,43.1,2.6,24.8,4.6,10,NA,"c(""Position oven rack to lowest setting.  Preheat oven to 400°F."", ""Place squash , cut sides down on a foil lined baking sheet coated with cooking spray.  Bake at 400 for 30 min or until squash is tender.  Cool slightly and peel.  Mash pulp to measure 2 1/2 cups  Combine pulp and milk in a food processor; process until smooth.  Add granulated sugar and next 5 ingredients; process until smooth."", ""Increase oven temp to 425°F."", ""Combine flour and brown sugar in a med bowl; cut in butter using 2 knives or a pastry blender.  Add pecans and toss to combine."", 
""Roll dough into a 13\"" circle; fit into a 9\"" deep-dish pie plate coated with cooking spray.  Fold edges under; flute.  Pour squash mixture into prepared crust.  Place pie on bottom rack; bake 15 minute  Remove pie from oven."", ""Reduce heat to 350°F  Sprinkle flour mixture evenly over filling.; shield crust with foil.  Return pie to oven; bake an additional 40 min or until center is set.  Cool on wire rack."")"
202881,The Best Chocolate Chip Cookies Ever Recipe Courtesy George Dura,418563,jump450,PT15M,PT20M,PT35M,2007-01-01T17:31:00Z,Make and share this The Best Chocolate Chip Cookies Ever Recipe Courtesy George Dura recipe from Food.com.,character(0),Dessert,"c(""Cookie & Brownie"", ""< 60 Mins"", ""For Large Groups"")","c(""2 1/2"", ""1"", ""1"", ""1"", ""1 1/2"", ""1/2"", ""2"", ""1"", ""2"")","c(""all-purpose flour"", ""baking soda"", ""salt"", ""unsalted butter"", ""brown sugar"", ""sugar"", ""eggs"", ""vanilla"", ""chocolate chips"")",4,1,171.2,8.3,5,25.3,108.9,24.2,0.8,16.7,1.7,36,36 cookies,"c(""Preheat the oven to 375 degrees F."", ""Line baking sheets with parchment or silicone baking sheets or spray cookie sheets with nonstick cooking spray."", ""Put the flour, baking soda, and salt into a bowl and stir it with a whisk to combine. Set aside."", ""Using a hand or stand mixer, beat the butter until it is lighter in color. Slowly add in sugars and beat until it is light and fluffy. Add the eggs 1 at a time and beat until they are incorporated. Stir in the vanilla. Add the flour mixture using low speed, then stir in the chocolate chips. Drop by heaping tablespoonfuls about 2 inches apart onto the prepared baking sheets. Bake until the cookies are lightly browned around the edges, about 12 to 15 minutes. Let the cookies cool for a few minutes and then transfer them to wire racks to cool completely.""
)"
202882,Beef Cheese Ball,375894,Kayne,PT5M,PT10M,PT15M,2007-01-02T16:11:00Z,"This recipe was given to me by a former neighbor.  She made one for me for Christmas a few years ago, and it was delicious.  However, when I tried it myself, it was a total flop.  I have been playing with it ever since, and I think I have it right.  At least my husband liked it!",character(0),< 15 Mins,"""Easy""","c(""2"", ""2"", ""1 1/2 - 2"", ""4"", ""4"")","c(""deli roast beef"", ""cream cheese"", ""horseradish"", ""onions"", ""Worcestershire sauce"")",NA,NA,173.6,14.9,9,58.3,510.4,2.9,0.1,0.9,7.5,12,NA,"c(""The beef cold cuts, for sandwiches, have to be VERY thinly sliced.  I use the 'Carl Buddig' brand, but often you can get a store brand for slightly less money.  Cut the slices into little squares 1/4\"" - 1/2\""."", ""Beat cream cheese with mixer to soften."", ""By hand, blend in balance of ingredients."", ""Place in the fridge to cool so that it can be shaped into a ball."")"
202892,Lettuce-Wrapped Beef and Pepper Fajitas,345142,Pinaygourmet 345142,PT15M,PT10M,PT25M,2007-01-02T16:22:00Z,Make and share this Lettuce-Wrapped Beef and Pepper Fajitas recipe from Food.com.,character(0),Steak,"c(""Meat"", ""Mexican"", ""< 30 Mins"", ""Easy"")","c(""1"", ""1"", ""1/2"", ""1"", ""1"", ""1"", ""1"", ""2"", ""1/2"", ""1"", ""1/4"", ""8"")","c(""chili powder"", ""salt"", ""green pepper"", ""onion"", ""garlic cloves"", ""salsa"", ""lime juice"", ""lemon juice"", ""light sour cream"", ""lettuce leaves"")",NA,NA,445.4,28.9,11.3,116.1,597.1,11.5,2.9,4.7,34.5,4,NA,"c(""Trim fat off steak; sprinkle with half each of the chili powder and salt."", ""Broil steak, turning once, until browned but still pink inside, about 6 minutes."", ""Transfer to cutting board and tent with foil; let stand for 10 minutes before slicing thinly across the grain."", ""Meanwhile, brush the vegetable oil over nonstick skillet over medium heat."", ""Cook red and green peppers, sliced onion, minced garlic and remaining chili powder and salt stirring occasionally, until tender-crisp, about 4 minutes."", 
""Stir in salsa and lime juice."", ""Mound vegetables, steak and sour cream in each lettuce leaves; roll up."")"
202955,"Beef Stew With Poblanos, Tomatillos, and Potatoes",317004,kitchenslave03,PT2H,PT30M,PT2H30M,2007-01-02T17:24:00Z,"From Cooking Light. When I MADE THIS stew, I did end up adding a bit more salt and pepper, and a squeeze of fresh lime.  It was delicious!",character(0),Stew,"c(""Meat"", ""South American"", ""< 4 Hours"")","c(""2"", ""1"", ""2"", ""1/3"", ""2"", ""1"", ""12"", ""2"", ""1"", ""1"", ""1 1/2"", ""6"", ""28"", ""14"", ""6"", ""1/2"", ""3/4"", NA)","c(""poblano chiles"", ""olive oil"", ""onions"", ""flour"", ""beef stew meat"", ""salt"", ""beer"", ""water"", ""green pepper"", ""fresh oregano"", ""dried oregano"", ""cumin"", ""garlic cloves"", ""low sodium beef broth"", ""white potatoes"", ""fresh pepper"", ""queso fresco"", ""cilantro"")",3,2,609,32.2,12.1,118,651.9,42,5.6,7.7,35,8,NA,"c(""Preheat broiler."", ""Place poblanos on a foil lined baking sheet; broil 10 min or til blackened and charred, turning occasionally.  Place in a freezer bag or a bowl covered with plastic wrap.  Let stand 15 minute  Peel chilies; cut in half lengthwise.  Discard seeds and membranes.  Chop chilies and set aside."", ""Heat 1 t oil in large Dutch oven over med-high.  Add onion; saute 10 min or til tender and golden.  Spoon into large bowl."", ""Place flour in a shallow bowl or pie plate.  Dredge beef in flour, shaking excess off.  Heat remaining oil in pan over med-high.  Add half of beef; sprinkle with 1/4 t salt.  Cook 6 min, browning on all sides.  Add browned beef to onion.  Repeat browning with remaining beef and salt."", 
""Add beer to pan, scraping up browned bits.  Add chilies, 2 c water, pepper, oregano, cumin, garlic, tomatillos, and broth; bring to a simmer.  Stir in beef and onions.  Cover, reduce heat to med-low and simmer for 1 hour or until beef is just tender."", ""Stir in potatoes.  Simmer, uncovered, 50 min or til beef and potato are very tender and sauce is thick, stirring occasionally.  Stir in remaining 1/2 t salt and pepper.  Ladle 1 1/3 cups stew into each of 8 bowls; sprinkle each serving with 1 1/2 T cheese and garnish with cilantro.""
)"
203009,Mixed Bean Casserole,253722,Cook  Lace,PT30M,PT10M,PT40M,2007-01-02T17:58:00Z,"This is a quick and easy version of Baked Beans, but heartier because of the Hamburger.  You need the Pork and Beans ( I prefer Van de Camps) for liquid but you can substitute the beans you prefer for the other two.  The original recipe called for Kidney beans which I find to hard.  It is also lower in sugar than most baked beans.",character(0),Beans,"c(""Meat"", ""< 60 Mins"", ""Oven"", ""Beginner Cook"", ""Easy"")","c(""2"", ""1"", ""1/2"", ""1"", ""2"", ""1"", ""1"", ""1"", ""1"")","c(""hamburger"", ""water"", ""ketchup"", ""brown sugar"", ""pepper"", ""black beans"", ""butter beans"")",NA,NA,673.2,20.6,7.7,112.3,1748.5,75.7,18.1,14.5,50,6,NA,"c(""Preheat oven to 350 degrees."", ""Brown and drain the hamburger."", ""Add the Onion Soup, water, ketchup, brown sugar and pepper.  Mix together."", ""Then add the 3 kinds of beans."", ""Put into a 2 1/2 quart Dish."", ""Bake for 30 minute."")"
